Source,Nama Produk,Extracted,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Shopee,NAIM_SURYA_ASEMKA_KOREK KUPING STAINLESS WARNA ISI 20 PCS,naim surya asemka korek kuping stainless,naimsuryaasemkakorek kuping stainless warna isi pcs,naimsuryaasemkakorek kuping stainless,naimsuryaasemkakorek kuping stainless,7.0,3.0,4.0,57.1
Shopee,Earpick Korek Kuping Led Korek Kuping Anak Ear Pick Earpick Cartoon Flash Light LED Cute Animal Korek Telinga Kuping Karakter Lampu LED,earpick korek kuping,earpick korek kuping led korek kuping anak ear pick earpick cartoon flash light led cute animal korek telinga kuping karakter lampu led,earpick kuping led kuping ear pick earpick cartoon light led cute animal telinga kuping karakter lampu led,earpick kuping led kuping ear pick earpick cartoon light led cute animal telinga kuping karakter lampu led,22.0,17.0,5.0,22.7
Shopee,BEVAVAR Korek Kuping Led Pembersih Telinga Bayi / Earpick,bevavar korek kuping,bevavar korek kuping led pembersih telinga bayi earpick,bevavar kuping led pembersih telinga earpick,bevavar kuping led bersih telinga earpick,9.0,6.0,3.0,33.3
Shopee,BEVAVAR Korek Kuping LED Set Alat Pembersih Telinga Earpick untuk Anak Bayi dan Dewasa,bevavar korek kuping,bevavar korek kuping led set alat pembersih telinga earpick untuk anak bayi dan dewasa,bevavar kuping led alat pembersih telinga earpick,bevavar kuping led alat bersih telinga earpick,14.0,7.0,7.0,50.0
Shopee,[PER PCS] KOREK KUPING BESI GAGANG PLASTIK BY CHERRY SHOP,korek kuping besi,per pcs korek kuping besi gagang plastik by cherry shop,kuping besi gagang plastik by cherry,kuping besi gagang plastik by cherry,10.0,6.0,4.0,40.0
Shopee,Victoky Korek kuping LED/Pembersih Telinga bayi/Earpick led bayi,korek kuping led,victoky korek kuping ledpembersih telinga bayiearpick led bayi,victoky kuping ledpembersih telinga bayiearpick led,victoky kuping ledpembersih telinga bayiearpick led,8.0,6.0,2.0,25.0
Shopee,KIMO Cotton Bud Baby Dewasa Kecil Besar isi 100 pcs / Korek Kuping Bayi 1 Pack Cotton BUD KIMO,kimo cotton bud,kimo cotton bud baby dewasa kecil besar isi pcs korek kuping bayi pack cotton bud kimo,kimo cotton bud baby kuping cotton bud kimo,kimo cotton bud baby kuping cotton bud kimo,19.0,8.0,11.0,57.9
Shopee,"Cotton Bud Kimo - Korek Kuping Kapas Dewasa & Bayi, Pembersih Telinga Kapas Praktis & Aman",kimo cotton bud,cotton bud kimo korek kuping kapas dewasa bayi pembersih telinga kapas praktis aman,cotton bud kimo kuping kapas pembersih telinga kapas,cotton bud kimo kuping kapas bersih telinga kapas,16.0,8.0,8.0,50.0
Shopee,BOBASTORE 1 PASANG Ear Candle Indian Original Terapi Telinga Alat Pembersih Telinga Lilin Telinga R775,bobastore ear candle,bobastore pasang ear candle indian original terapi telinga alat pembersih telinga lilin telinga r,bobastore ear candle indian terapi telinga alat pembersih telinga lilin telinga,bobastore ear candle indian terapi telinga alat bersih telinga lilin telinga,15.0,11.0,4.0,26.7
Shopee,Alat Pembersih Telinga Korek Kuping Stainless Steel Paket 8pc set,alat pembersih telinga korek kuping stainless steel,alat pembersih telinga korek kuping stainless steel paket pc set,alat pembersih telinga kuping stainless steel,alat bersih telinga kuping stainless steel,10.0,6.0,4.0,40.0
Shopee,Cotton Bud Anak Anak Kimo isi 100 Sticks / Pembersih Telinga Kecil / Korek Kuping Kapas Bayi Balita,cotton bud kimo,cotton bud anak anak kimo isi sticks pembersih telinga kecil korek kuping kapas bayi balita,cotton bud kimo sticks pembersih telinga kuping kapas,cotton bud kimo sticks bersih telinga kuping kapas,18.0,8.0,10.0,55.6
Shopee,Alat Sumbat Penyumbat Penutup Tutup Telinga Kuping Earplug Anti Bising,alat sumbat earplug,alat sumbat penyumbat penutup tutup telinga kuping earplug anti bising,alat sumbat penyumbat penutup tutup telinga kuping earplug anti bising,alat sumbat sumbat tutup tutup telinga kuping earplug anti bising,10.0,10.0,0.0,0.0
Shopee,MELEDE 98Pcs Kancing Alat Kit Set Alat Tindik telinga Alat dengan Hidung Telinga Pusar Tindik Badan,melede kancing alat tindik,melede pcs kancing alat kit set alat tindik telinga alat dengan hidung telinga pusar tindik badan,melede kancing alat kit alat tindik telinga alat hidung telinga pusar tindik badan,melede kancing alat kit alat tindik telinga alat hidung telinga pusar tindik badan,16.0,13.0,3.0,18.8
Shopee,KOREK KUPING BESI KECIL / ALAT PEMBERSIH TELINGA / KOREK KUPING BESI CHROOM (VC),korek kuping besi,korek kuping besi kecil alat pembersih telinga korek kuping besi chroom vc,kuping besi alat pembersih telinga kuping besi chroom vc,kuping besi alat bersih telinga kuping besi chroom vc,14.0,9.0,5.0,35.7
Shopee,Earpick Cartoon Korek Kuping Telinga Karakter Lampu LED Cute Animal,earpick korek kuping,earpick cartoon korek kuping telinga karakter lampu led cute animal,earpick cartoon kuping telinga karakter lampu led cute animal,earpick cartoon kuping telinga karakter lampu led cute animal,10.0,9.0,1.0,10.0
Shopee,Korek kuping Senter Lampu LED / Earpick Flashlight LED,korek senter,korek kuping senter lampu led earpick flashlight led,kuping senter lampu led earpick flashlight led,kuping senter lampu led earpick flashlight led,9.0,7.0,2.0,22.2
Shopee,GTB R005 READY STOCK KOREK PEMBERSIH KUPING LAMPU LED IMPORT MURAH BATAM TAS COD,gtb korek pembersih kuping,gtb r ready stock korek pembersih kuping lampu led import murah batam tas cod,gtb pembersih kuping lampu led batam tas,gtb bersih kuping lampu led batam tas,14.0,7.0,7.0,50.0
Shopee,korek kuping stainless stell mini / korek kuping besi,korek kuping,korek kuping stainless stell mini korek kuping besi,kuping stainless stell kuping besi,kuping stainless stell kuping besi,9.0,5.0,4.0,44.4
Shopee,TaffSPORT Penutup Telinga Earplug Noise Reduction 3 Layer - VO75,taffsport earplug,taffsport penutup telinga earplug noise reduction layer vo,taffsport penutup telinga earplug noise reduction layer vo,taffsport tutup telinga earplug noise reduction layer vo,10.0,8.0,2.0,20.0
Shopee,Pigeon Cotton Buds membersihkan - Pembersih Telinga Anak Bayi,pigeon cotton buds,pigeon cotton buds membersihkan pembersih telinga anak bayi,pigeon cotton buds membersihkan pembersih telinga,pigeon cotton buds bersih bersih telinga,9.0,6.0,3.0,33.3
Shopee,COTTON BUDS / Cottonbud / Korek Kuping / Ear Pick,cotton buds,cotton buds cottonbud korek kuping ear pick,cotton buds cottonbud kuping ear pick,cotton buds cottonbud kuping ear pick,10.0,6.0,4.0,40.0
Shopee,Korek Kuping Led Earpick Dengan Sinar Terang,korek kuping led,korek kuping led earpick dengan sinar terang,kuping led earpick sinar,kuping led earpick sinar,7.0,4.0,3.0,42.9
Shopee,Korek Kuping Warna-Warni Alat Pembersih Telinga,korek kuping,korek kuping warnawarni alat pembersih telinga,kuping warnawarni alat pembersih telinga,kuping warnawarni alat bersih telinga,6.0,5.0,1.0,16.7
Shopee,Satu Keluarga Alat Pembersih Telinga C571 C572 Set Paket Pembersih Kotoran Telinga Korek Kuping Ear Wax 6 In 1 Bahan Stainless Steel,alat pembersih telinga,satu keluarga alat pembersih telinga c c set paket pembersih kotoran telinga korek kuping ear wax in bahan stainless steel,keluarga alat pembersih telinga pembersih kotoran telinga kuping ear wax in stainless steel,keluarga alat bersih telinga bersih kotor telinga kuping ear wax in stainless steel,22.0,13.0,9.0,40.9
Shopee,Phenol glycerol 10%/ tetes telinga / Pembersih Kotoran Telinga,phenol glycerol,phenol glycerol tetes telinga pembersih kotoran telinga,phenol glycerol tetes telinga pembersih kotoran telinga,phenol glycerol tetes telinga bersih kotor telinga,9.0,7.0,2.0,22.2
Shopee,1 Pack Isi 100 Cotton Bud Dewasa Anak Yukinawa,cotton bud,pack isi cotton bud dewasa anak yukinawa,cotton bud yukinawa,cotton bud yukinawa,9.0,3.0,6.0,66.7
Shopee,Ear Plug Pelindung Sumbat Telinga Earplug Ultrafit KOTAK BENING,ear plug pelindung sumbat telinga,ear plug pelindung sumbat telinga earplug ultrafit kotak bening,ear plug pelindung sumbat telinga earplug ultrafit bening,ear plug lindung sumbat telinga earplug ultrafit bening,9.0,8.0,1.0,11.1
Shopee,Earpick Lamp - Alat Pembersih Telinga Lampu - Korek Kuping Lampu,earpick lamp,earpick lamp alat pembersih telinga lampu korek kuping lampu,earpick lamp alat pembersih telinga lampu kuping lampu,earpick lamp alat bersih telinga lampu kuping lampu,11.0,8.0,3.0,27.3
Shopee,SANTADEX Obat Tetes Telinga 20 ml - Ear Drops,santadex obat tetes telinga,santadex obat tetes telinga ml ear drops,santadex obat tetes telinga ear drops,santadex obat tetes telinga ear drops,9.0,6.0,3.0,33.3
Shopee,(12pcs) Lifa Cutton Bud Dewasa Dan Bayi Lembut 5.5g,lifa cutton bud,pcs lifa cutton bud dewasa dan bayi lembut g,lifa cutton bud,lifa cutton bud,9.0,3.0,6.0,66.7
Shopee,Sakumini Cotton Bud 2in1 Pembersih Telinga 2 Sisi Korek Kuping Bayi,sakumini cotton bud,sakumini cotton bud in pembersih telinga sisi korek kuping bayi,sakumini cotton bud in pembersih telinga sisi kuping,sakumini cotton bud in bersih telinga sisi kuping,11.0,8.0,3.0,27.3
Shopee,5 LUSIN PROMO COTTON BUDS / COTTONBUDS / COTTONBUDS MURAH,cotton buds,lusin promo cotton buds cottonbuds cottonbuds murah,cotton buds cottonbuds cottonbuds,cotton buds cottonbuds cottonbuds,10.0,4.0,6.0,60.0
Shopee,Baby Cotton Bud 200 pcs / Korek Kuping Bayi,baby cotton bud,baby cotton bud pcs korek kuping bayi,baby cotton bud kuping,baby cotton bud kuping,9.0,4.0,5.0,55.6
Shopee,[ PAKET HEMAT Isi 10 PCS ] Earplug Ultrafit Penutup Telinga HARMIT,earplug ultrafit,paket hemat isi pcs earplug ultrafit penutup telinga harmit,earplug ultrafit penutup telinga harmit,earplug ultrafit tutup telinga harmit,12.0,5.0,7.0,58.3
Shopee,Penutup Telinga/ Earplug 3M EAR Ultrafit 340-4002 Corded With Case ORIGINAL,3m ear ultrafit,penutup telinga earplug m ear ultrafit corded with case original,penutup telinga earplug ear ultrafit corded with case,tutup telinga earplug ear ultrafit corded with case,11.0,8.0,3.0,27.3
Shopee,✿ELYSABETHME✿ Ear pick korek earpick kuping lampu LED pembersih telinga dengan lampu,elysabethme ear pick,✿elysabethme✿ ear pick korek earpick kuping lampu led pembersih telinga dengan lampu,✿elysabethme✿ ear pick earpick kuping lampu led pembersih telinga lampu,elysabethme ear pick earpick kuping lampu led bersih telinga lampu,12.0,10.0,2.0,16.7
Shopee,ASLI EAR CANDLE LILIN TERAPI TELINGA 10 PCS (5 PASANG) INDIAN TIPE TEROMPET,asli ear candle,asli ear candle lilin terapi telinga pcs pasang indian tipe terompet,ear candle lilin terapi telinga indian terompet,ear candle lilin terapi telinga indian terompet,13.0,7.0,6.0,46.2
Shopee,Korek Kuping Senter LED Electric / Alat Pembersih Telinga Elektrik / Earpick Flash Light LED,korek kuping senter,korek kuping senter led electric alat pembersih telinga elektrik earpick flash light led,kuping senter led electric alat pembersih telinga elektrik earpick light led,kuping senter led electric alat bersih telinga elektrik earpick light led,15.0,11.0,4.0,26.7
Shopee,Korek kuping lampu hardbox mica / flashlight earpick / korek kuping lampu set,korek kuping lampu,korek kuping lampu hardbox mica flashlight earpick korek kuping lampu set,kuping lampu hardbox mica flashlight earpick kuping lampu,kuping lampu hardbox mica flashlight earpick kuping lampu,13.0,8.0,5.0,38.5
Shopee,KK5 - KOREK KUPING SENTER NYALA EARPICK FLASH LIGHT GROSIR RESELLER DROPSHIP TERMURAH SURABAYA,korek kuping,kk korek kuping senter nyala earpick flash light grosir reseller dropship termurah surabaya,kk kuping senter nyala earpick light surabaya,kk kuping senter nyala earpick light surabaya,14.0,7.0,7.0,50.0
Shopee,Sikat Gigi Nano Pembersih Karang Gigi Sikat Gigi Serat Bulu Halus Sikat Gigi Dengan Tabung,sikat gigi,sikat gigi nano pembersih karang gigi sikat gigi serat bulu halus sikat gigi dengan tabung,sikat gigi nano pembersih karang gigi sikat gigi serat bulu sikat gigi tabung,sikat gigi nano bersih karang gigi sikat gigi serat bulu sikat gigi tabung,15.0,13.0,2.0,13.3
Shopee,UG Sikat Gigi 1 Paket Isi 10 Pcs Lembut,ug sikat gigi,ug sikat gigi paket isi pcs lembut,ug sikat gigi,ug sikat gigi,9.0,3.0,6.0,66.7
Shopee,[Travel Size 20g] METOO MW-3 Advanced Whitening Tooth Paste 20g- pemutih gigi / Bebas Sensitif / Bebas Karang Gigi / Pasta Gigi Probiotik / Karang Gigi / Gusi Sensitif / Membersihkan Noda Gigi,metoo mw-3 tooth paste,travel size g metoo mw advanced whitening tooth paste g pemutih gigi bebas sensitif bebas karang gigi pasta gigi probiotik karang gigi gusi sensitif membersihkan noda gigi,travel metoo mw advanced whitening tooth paste pemutih gigi karang gigi pasta gigi probiotik karang gigi gusi membersihkan noda gigi,travel metoo mw advanced whitening tooth paste mutih gigi karang gigi pasta gigi probiotik karang gigi gusi bersih noda gigi,33.0,20.0,13.0,39.4
Shopee,COD (PGN) Pasta Gigi NASA Anti Bacterial Pencegah gigi berlubang Obat Sakit Gigi Penghilang Bau Mulut,pasta gigi nasa,cod pgn pasta gigi nasa anti bacterial pencegah gigi berlubang obat sakit gigi penghilang bau mulut,pgn pasta gigi nasa anti bacterial pencegah gigi berlubang obat gigi penghilang bau mulut,pgn pasta gigi nasa anti bacterial cegah gigi lubang obat gigi hilang bau mulut,16.0,14.0,2.0,12.5
Shopee,Power O AO dental karet behel o ring / american ortho orthodontic usa braces ecer 1 pcs,power o ao dental karet behel,power o ao dental karet behel o ring american ortho orthodontic usa braces ecer pcs,power ao dental behel ring american ortho orthodontic usa braces,power ao dental behel ring american ortho orthodontic usa braces,17.0,10.0,7.0,41.2
Shopee,MTZ Sikat Gigi Ciptadent Formula CPSK Halal Murah,mtz sikat gigi ciptadent,mtz sikat gigi ciptadent formula cpsk halal murah,mtz sikat gigi ciptadent formula cpsk,mtz sikat gigi ciptadent formula cpsk,8.0,6.0,2.0,25.0
Shopee,"GROSIR ISI 1000 BUTIR Penambal gigi berlubang,gigi ompong,gigi patah,gigi bolong permanen kuat asli",penambal gigi,grosir isi butir penambal gigi berlubanggigi omponggigi patahgigi bolong permanen kuat asli,penambal gigi berlubanggigi omponggigi patahgigi,tambal gigi berlubanggigi omponggigi patahgigi,13.0,5.0,8.0,61.5
Shopee,Pepsodent Pasta Gigi Complete 8 Herbal 100gr,pepsodent pasta gigi,pepsodent pasta gigi complete herbal gr,pepsodent pasta gigi complete herbal,pepsodent pasta gigi complete herbal,7.0,5.0,2.0,28.6
Shopee,Pepsodent Pasta Gigi SensitivExpert Whitening 100g,pepsodent pasta gigi,pepsodent pasta gigi sensitivexpert whitening g,pepsodent pasta gigi sensitivexpert whitening,pepsodent pasta gigi sensitivexpert whitening,6.0,5.0,1.0,16.7
Shopee,Pepsodent Complete 8 Plus Whitening 75g,pepsodent complete 8 plus,pepsodent complete plus whitening g,pepsodent complete whitening,pepsodent complete whitening,6.0,3.0,3.0,50.0
Shopee,Pepsodent Kids Pasta Gigi Strawberry Twinpack,pepsodent kids pasta gigi,pepsodent kids pasta gigi strawberry twinpack,pepsodent kids pasta gigi strawberry twinpack,pepsodent kids pasta gigi strawberry twinpack,6.0,6.0,0.0,0.0
Shopee,ENZIM PASTA GIGI ANAK 42GR - 63GR | TnT Beauty Shop,enzim pasta gigi anak,enzim pasta gigi anak gr gr tnt beauty shop,enzim pasta gigi tnt beauty,enzim pasta gigi tnt beauty,11.0,5.0,6.0,54.5
Shopee,Ciptadent Pasta Gigi Series | Ciptadent Toothpaste Series | TnT Beauty Shop,ciptadent pasta gigi,ciptadent pasta gigi series ciptadent toothpaste series tnt beauty shop,ciptadent pasta gigi series ciptadent toothpaste series tnt beauty,ciptadent pasta gigi series ciptadent toothpaste series tnt beauty,12.0,9.0,3.0,25.0
Shopee,Siwak Miswak Sunnah plus holder|Siwak Miswak,siwak miswak sunnah,siwak miswak sunnah plus holdersiwak miswak,siwak miswak sunnah holdersiwak miswak,siwak miswak sunnah holdersiwak miswak,6.0,5.0,1.0,16.7
Shopee,[MURAH BGT] METOO PASTA GIGI MW3- BPOM-Probiotics-pemutih gigi / Bebas Sensitif / Bebas Karang Gigi / Pasta Gigi Probiotik / Karang Gigi / Gusi Sensitif / Membersihkan Noda Gigi- METOO MW-3 Advanced Whitening Tooth Paste 100 gr,metoo pasta gigi,murah bgt metoo pasta gigi mw bpomprobioticspemutih gigi bebas sensitif bebas karang gigi pasta gigi probiotik karang gigi gusi sensitif membersihkan noda gigi metoo mw advanced whitening tooth paste gr,bgt metoo pasta gigi mw bpomprobioticspemutih gigi karang gigi pasta gigi probiotik karang gigi gusi membersihkan noda gigi metoo mw advanced whitening tooth paste,bgt metoo pasta gigi mw bpomprobioticspemutih gigi karang gigi pasta gigi probiotik karang gigi gusi bersih noda gigi metoo mw advanced whitening tooth paste,37.0,24.0,13.0,35.1
Shopee,BRACKET AMPLOP,bracket amplop,bracket amplop,bracket amplop,bracket amplop,2.0,2.0,0.0,0.0
Shopee,Colgate Optic White Purple - Pasta Gigi Pemutih,colgate optic white pasta gigi,colgate optic white purple pasta gigi pemutih,colgate optic white purple pasta gigi pemutih,colgate optic white purple pasta gigi mutih,8.0,7.0,1.0,12.5
Shopee,1 SET ISI 3 PLASTIK STERIL - ALAT PEMBERSIH KARANG GIGI PLAK AMPUH - Dental Instrument Hook Pinset Kaca Mulut Cermin Gigi Sonde Set Kit Mini Disposable - Ampuh Rontokin Perontok Penghilang Kikir Scaling Scaler Dental Tartar Gigi - BEHELLDENTAL,beheldental alat pembersih karang gigi,set isi plastik steril alat pembersih karang gigi plak ampuh dental instrument hook pinset kaca mulut cermin gigi sonde set kit mini disposable ampuh rontokin perontok penghilang kikir scaling scaler dental tartar gigi behelldental,plastik alat pembersih karang gigi plak ampuh dental instrument hook pinset kaca mulut cermin gigi sonde kit disposable ampuh rontokin perontok penghilang scaling scaler dental tartar gigi behelldental,plastik alat bersih karang gigi plak ampuh dental instrument hook pinset kaca mulut cermin gigi sonde kit disposable ampuh rontokin rontok hilang scaling scaler dental tartar gigi behelldental,40.0,28.0,12.0,30.0
Shopee,Siwak/Miswak Al Khair Reguler ORIGINAL Made In Pakistan,siwak al khair,siwakmiswak al khair reguler original made in pakistan,siwakmiswak al made in pakistan,siwakmiswak al made in pakistan,8.0,5.0,3.0,37.5
Shopee,Tambal Gigi Ompong Sementara – Solusi Gigi Bolong Instant – Isi 300 & 500 Butir,tambal gigi ompong,tambal gigi ompong sementara – solusi gigi bolong instant – isi butir,tambal gigi solusi gigi instant,tambal gigi solusi gigi instant,15.0,5.0,10.0,66.7
Shopee,Siwak Al Khair Kecil+ Holder Miswak Asli Organik Kayu Zaitun- Penghilang Bau Mulut & Pemutih Gigi,siwak al khair kayu zaitun,siwak al khair kecil holder miswak asli organik kayu zaitun penghilang bau mulut pemutih gigi,siwak al holder miswak kayu zaitun penghilang bau mulut pemutih gigi,siwak al holder miswak kayu zaitun hilang bau mulut mutih gigi,16.0,11.0,5.0,31.2
Shopee,Dental power chain short meteran per meter 30cm 15 feet karet sambung rantai ortho behel penarik tarik merapatkan gigi ALICE DENTAL ALICEDENTAL,dental power chain,dental power chain short meteran per meter cm feet karet sambung rantai ortho behel penarik tarik merapatkan gigi alice dental alicedental,dental power chain short meteran feet sambung rantai ortho behel penarik tarik merapatkan gigi alice dental alicedental,dental power chain short meter feet sambung rantai ortho behel tarik tarik rapat gigi alice dental alicedental,22.0,17.0,5.0,22.7
Shopee,Temptooth Penambal Gigi 1000 Butir - Temptooth Gigi Palsu Buatan - Temptooth Temporary Tooth Repair,temptooth gigi palsu,temptooth penambal gigi butir temptooth gigi palsu buatan temptooth temporary tooth repair,temptooth penambal gigi temptooth gigi buatan temptooth temporary tooth repair,temptooth tambal gigi temptooth gigi buat temptooth temporary tooth repair,15.0,10.0,5.0,33.3
Shopee,PEACH - Sikat Gigi Dewasa 10 in 1 / Sikat Gigi Bulu Lembut / Sikat Gigi Bulu Halus Murah Produk Impor H5463,peach sikat gigi,peach sikat gigi dewasa in sikat gigi bulu lembut sikat gigi bulu halus murah produk impor h,peach sikat gigi in sikat gigi bulu sikat gigi bulu produk impor,peach sikat gigi in sikat gigi bulu sikat gigi bulu produk impor,22.0,12.0,10.0,45.5
Shopee,Power O Karet behel elastis ortho satuan,power o karet,power o karet behel elastis ortho satuan,power behel ortho satuan,power behel ortho satu,7.0,4.0,3.0,42.9
Shopee,Niti round Archwire Elastis Ortho kawat behel 1 set isi 10 pcs,niti round archwire elastis,niti round archwire elastis ortho kawat behel set isi pcs,niti round archwire ortho kawat behel,niti round archwire ortho kawat behel,12.0,6.0,6.0,50.0
Shopee,Pepsodent Pasta Gigi Pencegah Gigi Berlubang Fresh Cool Mint 190 gr,pepsodent pasta gigi,pepsodent pasta gigi pencegah gigi berlubang fresh cool mint gr,pepsodent pasta gigi pencegah gigi berlubang fresh cool mint,pepsodent pasta gigi cegah gigi lubang fresh cool mint,11.0,9.0,2.0,18.2
Shopee,Bracket amplop,amplop,bracket amplop,bracket amplop,bracket amplop,2.0,2.0,0.0,0.0
Shopee,Whitening Toothpaste Pasta Gigi Probiotik SP-4 Gigi putih Pasta gigi whitening - Pasta Gigi SP4,whitening toothpaste pasta gigi probiotik,whitening toothpaste pasta gigi probiotik sp gigi putih pasta gigi whitening pasta gigi sp,whitening toothpaste pasta gigi probiotik sp gigi pasta gigi whitening pasta gigi sp,whitening toothpaste pasta gigi probiotik sp gigi pasta gigi whitening pasta gigi sp,15.0,13.0,2.0,13.3
Shopee,MATCHA PASTA GIGI NASA - ODOL NASA,matcha pasta gigi nasa,matcha pasta gigi nasa odol nasa,matcha pasta gigi nasa odol nasa,matcha pasta gigi nasa odol nasa,7.0,6.0,1.0,14.3
Shopee,Paket Sabun Hotel-Pasta Gigi-2 Sikat Gigi Lengkap,sabun pasta gigi,paket sabun hotelpasta gigi sikat gigi lengkap,hotelpasta gigi sikat gigi,hotelpasta gigi sikat gigi,7.0,4.0,3.0,42.9
Shopee,Listerine Multi Protect Zero 250ml,listerine multi protect,listerine multi protect zero ml,listerine multi protect zero,listerine multi protect zero,5.0,4.0,1.0,20.0
Shopee,Karet power O biasa ECER isi 10 biji,karet power o,karet power o biasa ecer isi biji,power,power,8.0,1.0,7.0,87.5
Shopee,Ciptadent 75gr Paket Hemat isi 6pcs Termurah,ciptadent,ciptadent gr paket hemat isi pcs termurah,ciptadent,ciptadent,7.0,1.0,6.0,85.7
Shopee,Dental Silk Braided Benang Suturing Jarum + Benang Steril,dental silk braided benang suturing jarum,dental silk braided benang suturing jarum benang steril,dental silk braided benang suturing jarum benang,dental silk braided benang suturing jarum benang,9.0,7.0,2.0,22.2
Shopee,Ciptadent Pasta Gigi Maxi 12 Fresh Mint Tube 120 gr,ciptadent pasta gigi,ciptadent pasta gigi maxi fresh mint tube gr,ciptadent pasta gigi maxi fresh mint tube,ciptadent pasta gigi maxi fresh mint tube,10.0,7.0,3.0,30.0
Shopee,A14 Sikat gigi Formula,sikat gigi formula,a sikat gigi formula,sikat gigi formula,sikat gigi formula,4.0,3.0,1.0,25.0
Shopee,Pepsodent Sikat Gigi Lipat Travel,pepsodent sikat gigi,pepsodent sikat gigi lipat travel,pepsodent sikat gigi lipat travel,pepsodent sikat gigi lipat travel,5.0,5.0,0.0,0.0
Shopee,Ciptadent Sikat Gigi Crystal Clean Soft Kotak Isi 3 Pcs,ciplat sikat gigi crystal clean,ciptadent sikat gigi crystal clean soft kotak isi pcs,ciptadent sikat gigi crystal clean soft,ciptadent sikat gigi crystal clean soft,10.0,6.0,4.0,40.0
Shopee,ORI SIKAT GIGI NANO TECH - Tooth Brush Jepang sensitif bulu lembut Extra soft bisa untuk sikat behel ortho brush,ori sikat gigi nano tech,ori sikat gigi nano tech tooth brush jepang sensitif bulu lembut extra soft bisa untuk sikat behel ortho brush,sikat gigi nano tech tooth brush jepang bulu extra soft sikat behel ortho brush,sikat gigi nano tech tooth brush jepang bulu extra soft sikat behel ortho brush,20.0,14.0,6.0,30.0
Shopee,Ciptadent Pasta Gigi Maxi 12 Cool Mint Tube 120 gr,ciptadent pasta gigi,ciptadent pasta gigi maxi cool mint tube gr,ciptadent pasta gigi maxi cool mint tube,ciptadent pasta gigi maxi cool mint tube,10.0,7.0,3.0,30.0
Shopee,Systema Sikat Gigi Active Clean Soft Pack Isi 2 Pcs,sikat gigi active clean soft,systema sikat gigi active clean soft pack isi pcs,systema sikat gigi active clean soft,systema sikat gigi active clean soft,10.0,6.0,4.0,40.0
Shopee,Pepsodent PASTA GIGI Pencegah Gigi Berlubang Anti-cavity Toothpaste dengan Double Kalsium 190G,pepsodent pasta gigi,pepsodent pasta gigi pencegah gigi berlubang anticavity toothpaste dengan double kalsium g,pepsodent pasta gigi pencegah gigi berlubang anticavity toothpaste double kalsium,pepsodent pasta gigi cegah gigi lubang anticavity toothpaste double kalsium,12.0,10.0,2.0,16.7
Shopee,DENTAL KARET BEHEL POWER AO ORIGINAL AMERICAN ORTHO,dental karet behel,dental karet behel power ao original american ortho,dental behel power ao american ortho,dental behel power ao american ortho,8.0,6.0,2.0,25.0
Shopee,Sensodyne Pasta Gigi 80 gr/100gr,sensodyne pasta gigi,sensodyne pasta gigi grgr,sensodyne pasta gigi grgr,sensodyne pasta gigi grgr,5.0,4.0,1.0,20.0
Shopee,[TRIPLEPACK] Colgate Optic White Purple 100g - Pasta Gigi Pemutih (3pcs),colgate optic white,triplepack colgate optic white purple g pasta gigi pemutih pcs,triplepack colgate optic white purple pasta gigi pemutih,triplepack colgate optic white purple pasta gigi mutih,11.0,8.0,3.0,27.3
Shopee,Ciptadent Sikat Gigi Classic Regular Soft Pack Isi 3 Pcs,ciptadent sikat gigi,ciptadent sikat gigi classic regular soft pack isi pcs,ciptadent sikat gigi classic soft,ciptadent sikat gigi classic soft,10.0,5.0,5.0,50.0
Shopee,Formula Extreme Clean sikat gigi 1 pack isi 4,formula extreme clean sikat gigi,formula extreme clean sikat gigi pack isi,formula extreme clean sikat gigi,formula extreme clean sikat gigi,9.0,5.0,4.0,44.4
Shopee,Careion Dental Floss - Benang Pembersih Gigi Isi 50 Pcs,careion dental floss,careion dental floss benang pembersih gigi isi pcs,careion dental floss benang pembersih gigi,careion dental floss benang bersih gigi,10.0,6.0,4.0,40.0
Shopee,Siwak Al Fazal / Ussunnah / Al Rak,siwak al fazal usunnah al rak,siwak al fazal ussunnah al rak,siwak al fazal ussunnah al rak,siwak al fazal ussunnah al rak,8.0,6.0,2.0,25.0
Shopee,Ciptadent Pasta Gigi Maxi 12 Fresh Mint Tube 120 gr x2,ciptadent pasta gigi,ciptadent pasta gigi maxi fresh mint tube gr x,ciptadent pasta gigi maxi fresh mint tube,ciptadent pasta gigi maxi fresh mint tube,11.0,7.0,4.0,36.4
Shopee,Sensodyne Toothpaste Pasta Gigi Cegah Gigi Berlubang & Sensitif 60gr,sensodyne toothpaste pasta gigi,sensodyne toothpaste pasta gigi cegah gigi berlubang sensitif gr,sensodyne toothpaste pasta gigi cegah gigi berlubang,sensodyne toothpaste pasta gigi cegah gigi lubang,10.0,7.0,3.0,30.0
Shopee,Dental Sendok Cetak Gigi / Tray Impression,dental sendok cetak gigi,dental sendok cetak gigi tray impression,dental sendok cetak gigi tray impression,dental sendok cetak gigi tray impression,7.0,6.0,1.0,14.3
Shopee,SENSODYNE SENSITIVITY PROTECTION ALL VARIAN 100GR,sensodyne sensitivity protection,sensodyne sensitivity protection all varian gr,sensodyne sensitivity protection varian,sensodyne sensitivity protection varian,6.0,4.0,2.0,33.3
